Artikelnummer;Name;Einheit;Bestand;"Bestand aktiviert";Umsatzsteuer;Einkaufspreis;Verkaufspreis;Kategorie;Beschreibung
1137;"Huawei Smart DongleA-05 10 unterstützte Geräte, USB, LED";Stk;0,00;1;0,00;46,00;110,00;Standard;"Einstecken, verbinden, fertig – der Huawei Smart DongleA-03 4G ist via Plug&Play denkbar schnell installiert. Die Anbindung erfolgt dabei über USB, was ebenfalls eine besonders einfache Lösung darstellt. Der Dongle ermöglicht die Verbindung Wechselrichter zu Huawei FusionSolar Smart PV Management System. Insgesamt unterstützt der Huawei Dongle die Anbindung von maximal 10 Geräten. Zu den unterstützten Standards zählen 2G, 3G und 4G, sodass die Kommunikation fast überall drahtlos möglich ist – Huawei empfiehlt den Einsatz immer dann, wenn der Empfang stabil ist. In Bezug auf den Betrieb gibt es ansonsten kaum Einschränkungen. Der Dongle arbeitet im Temperaturbereich von -30 °C bis +65 °C und toleriert relative Luftfeuchtigkeiten von 5 % bis 95 %. Der Dongle ist nach Schutzart IP65 geschützt und hat eine Leistungsaufnahme von 3,5 Watt."
1136;"MONTAGESET PV ETERNIT TOSCANA";Stk;0,00;1;0,00;0,00;95,20;Standard;"Befestigungskomponenten: Stockschrauben, Dichtelemente, Schienen, Modulklemmen"
1135;"SIGENERGY Communication Modul";Stk;0,00;1;20,00;0,00;68,00;SigEnergy;"WLAN-Kommunikationseinheit – für intelligente Überwachung & Steuerung."
1134;"SIGENERGY Power Sensor DH dreiphasig";Stk;0,00;1;20,00;0,00;202,00;SigEnergy;"Präzise Verbrauchsmessung für eine optimale Energieverteilung."
1133;"SUNOVA-GLAS-GLAS HOCHLEISTUNGS-SOLARMODUL FULL BLACK 445 WP";Stk;0,00;1;20,00;55,00;90,00;Module;"Doppelglas für max. Zuverlässigkeit: • Ausgezeichnete Beständigkeit gegen Feuer und bei schwierigen Umweltbedingungen • 5.400 Pa Scheelast und 4.000 Pa Windlast (Testlasten) Garantie: • 25 Jahre Produktgarantie auf die Verarbeitung und 30 Jahre Leistungsgarantie"
1132;"ALVA FLOW 25-6/180 Heizungsumwälzpumpe";Stk;0,00;1;0,00;0,00;0,00;Standard;
1131;"SolaX X3-EPS Box";Stk;0,00;1;20,00;283,73;350,00;SolaX;"Solax X3-EPS-BOX 3-Phasige Umschaltbox für Notstrom, kompatibel mit SolaX Hybrid X3 G4. 3x63A"
1130;"SMARTFOX Pro Light 2 Energiemanager inkl. Stromwandler 80A";Stk;0,00;1;0,00;0,00;590,00;Standard;"SMARTFOX Pro Light ist die einfache Lösung um die überschüssige PV-Energie stufenlos (per Analogausgang und Leistungssteller) in Warmwasser umzuwandeln. Mit 1x Analog Ausgang, 1 x Relais Ausgang, 1 x PT1000 Temperatur Eingang und einer RS485 Schnittstelle. Ohne Monitoring."
1129;"SMARTFOX Leistungssteller 12,0kW";Stk;0,00;1;20,00;425,00;490,00;Sonstiges;"Der SMARTFOX Leistungssteller ist ein leistungsstarkes und zuverlässiges Gerät, das die Steuerung und Regelung Ihrer Heizsysteme optimiert. Egal, ob Sie Ihr Zuhause, Ihr Büro oder Ihre industriellen Prozesse beheizen möchten – der SMARTFOX Leistungssteller ist die ideale Lösung. Mit seiner vielseitigen Spannung von 3x400 V und einer beeindruckenden Leistung von bis zu 12 kW bietet er die erforderliche Kapazität, um Ihre Heizsysteme präzise zu steuern."
1128;"MONTAGESET PV FASSADE";Stk;0,00;1;0,00;0,00;85,00;Standard;"Befestigungskomponenten: Stockschrauben, Schienen, Modulklemmen"
1127;"ATON Power-to-Heat Set Set aus Heizstab EHS-R und Energiezähler CAN-EZ3A)";Stk;0,00;1;20,00;539,20;790,00;Sonstiges;"ATON ist eine fortschrittliche Lösung zur Nutzung überschüssiger Photovoltaik-Energie für Heizung und Warmwasser. Das Set enthält einen stufenlos regelbaren Heizstab (50 W bis 3 kW) und einen Energiezähler. Die Installation ist einfach, ohne zusätzliche Hardware und mit werkseitiger Programmierung. ATON kann bis zu 12 Heizstäbe steuern, erweiterbar auf 36 kW. Der Energiezähler ist frei programmierbar und verfügt über Modbus RTU sowie einen S0-Impulsausgang, ideal für umfassende Energiemanagement-Lösungen. Perfekt zur Maximierung des Eigenverbrauchs und Integration zusätzlicher Verbraucher."
1126;"Fronius Wechselrichter Tauro Eco 99-3-D";Stk;0,00;1;20,00;4.370,00;5.500,00;Fronius;"Der dreiphasige Fronius Tauro in den Leistungsklassen 50 bis 100 kW verspricht höchste Performance, auch bei rauesten Bedingungen. Durch sein smartes Hardware Design trägt er nicht nur zur BOS Kostenoptimierung bei, sondern bietet auch eine noch nie dagewesene Flexibilität im Systemdesign. Mit dem Fronius Tauro können zentrale (P-Variante) als auch dezentrale Anlagendesigns (D-Variante) realisiert werden. Einfachste Montage und der schnellste Service am Markt garantieren zudem maximale Sicherheit."
1125;"Panasonic 9 kW Aquarea T-CAP Splitwärmepumpe";Stk;0,00;1;20,00;0,00;7.900,00;Standard;"Voller Komfort beim Heizen und Kühlen Durch die ausgereiften Technologien sowie die fortschrittliche Regelung der T-CAP Modelle der Generation ""H"", können diese Modelle selbst bei -20 °C nahezu die volle Heizleistung und Energieeffizienz, ohne den Einsatz eines Elektro-Heizstabs, bieten. Außerdem können sie selbst bei -28 °C eingesetzt werden. Dank dieser Eigenschaften bietet diese Modellreihe eine hohe Sicherheit bei der Planung von Heizsystemen bei sehr kalten regionalen Auslegungstemperaturen. Zusätzlich gibt es noch die neue Baureihe mit den flüsterleisen SQ-Modellen, welche das Aufstellen in schallkritischen Umgebungen ermöglicht. Neue, optimierte Bauweise der Generation ""H"" Die T-CAP Modelle der Generation ""H"" haben ein völlig neu konzipiertes Hydromodul. Dieses hat eine bessere Zugänglichkeit der Elektro- und Hydraulikkomponenten. Außerdem wurde auch der Regler neu entwickelt. Dieser hat eine grafische, hintergrundbeleuchtete LCD-Anzeige sowie ein Touch-Display. Vorteile der Aquarea T-CAP Generation ""H"" - Invertertechnik - Neu konzipiertes Hydromodul mit optimierter Zugänglichkeit der Elektro- und Hydraulikkomponenten, Farbe Weiß - Neue Baureihe flüsterleiser SQ-Modelle für den Einsatz in schallkritischen Umgebungen - Höchste derzeit mögliche Effizienzklasse (A++) - Neuer Heizungsregler mit grafischem Touch-Display - Optionale Zusatzplatine für erweiterte Systemfunktionen: zwei gemischte Heizkreise, Schwimmbadheizung, Bivalenzsteuerung, Solarthermiesteuerung, 0-10-V-Leistungssteuerung, Smart-Grid-Eingänge - Integrierter Vortex-Volumenstrommesser zur dynamischen Anpassung des Volumenstroms der Panasonic Hocheffizienzpumpe - Integrierter Schmutzfänger mit Absperrventilen - Optionales 3-Wege-Umschaltventil-Set für den Einbau im Hydromodul - dreiphasig, 400 V / 50 Hz"
1124;"ELEKTROINSTALLATIONSMATERIAL (PAUSCHAL)";pauschal;0,00;1;20,00;0,00;1.200,00;Dienstleistung;"Solarkabel 6mm2, AC Kabel 5x10mm2, KAT.7 Datenkabel, KAT.6 Patchkabel, PV-Anschlußbox 2 MPPT, LS-Schalter 10kA, AC Überspannungsableiter 3-polig+N/PE, Aluminium Rohr Ø32mm, Aluminium Steckmuffe Ø32mm, Aluminium Klemmschelle Ø32mm, Aluminium Endtülle Ø32mm, Erdungsbandschelle V2A, FI-Schalter Typ A/S pulsstromsensitiv, Hauptleitungs Abzweigklemme 5polig, Hauptleitungs Abzweigklemme 1polig, AP Kleinverteiler, Leitungsführungskanal 40x60"
1123;"ELEKTROINSTALLATION (PAUSCHAL)";Std;0,00;1;20,00;0,00;75,00;Dienstleistung;"Installations- und Anschlussarbeiten vom Generator bis zum Wechselrichter (DC), Installations- und Anschlussarbeiten vom Wechselrichter bis zum Zählerkasten (AC), Montage sämtlicher Komponenten, Mauerdurchbrüche, Stemmarbeiten Folgende Leistungen sind im vorliegenden Angebot nicht enthalten: * Verteilerneubau, Aufrüsten des Verteilerkastens auf die gültige Norm. * Verputzarbeiten"
1122;"MONTAGEARBEITEN (PAUSCHAL PRO KW)";Stk;0,00;1;20,00;0,00;200,00;Dienstleistung;"Befestigung der Unterkonstruktion, Montage der Module, Verkabelung auf Dach, Durchführung in den Dachraum, Erdung der Module und der Unterkonstruktion, Einbindung in vorhandene Blitzschutzanlage Folgende Leistungen sind im vorliegenden Angebot nicht enthalten: * Haftung für Ziegel- und Dachplattenbruch"
1121;"TECHNISCHE PROJEKTBETREUUNG";pauschal;0,00;1;20,00;0,00;1.000,00;Dienstleistung;"Bestehend aus: * Anmeldung EVU / Organisation / Berichtswesen Technische Abklärung mit zuständigem Stromnetzbetreiber, Anfragen der möglichen PV-Leistung, Einholen des Zählpunkts, Abschließen des Netzzugangsvertrages * Planung der PV Anlage Erstellung sämtlicher Pläne für die Unterkonstruktion, Berechnung der Anordnung der Module, Elektrotechnische Planung der DC- Strings, Erstellen einer Materialliste * EVU Abnahme + Inbetriebnahme Probebetrieb, Fertigstellungsmeldung, Vereinbarung eines Abnahmetermins, Abnahme mit zuständigem Betreiber des Stromnetzes, Inbetriebnahme, Anlagenbuch Folgende Leistungen sind im vorliegenden Angebot nicht enthalten: * Gewährleistung für die Statik des Daches. Planung bezieht sich nur auf die technische Ausführung der PV- Anlage."
1120;"BALKONKRAFTWERK 800 WATT GG KOMPLETTSET";Stk;0,00;1;20,00;322,07;890,00;Sonstiges;"Balkonkraftwerk 800 Watt Komplettset mit 2x Tier1 Glas Glas bifazial Modul ( 1722 x 1134x 30), 1x Microwechselrichter EZ1 800 Watt inkl. DC Microwechslerichterverlängerungskabel 2x1 Meter & Balkonunterkonstruktion. Der Microwechselrichter mit APP Funktion und Anschlusstecker bietet die ideale Plug and Play Lösung. Beigepackt ist ein 4 Meter AC Schukoverlängerungskabel BC01 zum anschrauben am Microwechselrichter."
1119;"SIGENERGY Batteriemodul 5,38 kWh";Stk;0,00;1;20,00;1.803,00;2.700,00;SigEnergy;"Dieses Batteriesystem bietet hohe Zellkapazität und lange Lebensdauer bei geringer Spannung. Ein umfassendes Sicherheitskonzept schützt die Batterie, deren Zustand bequem über die mySigen-App überwacht werden kann. Die einfache Installation wird durch Steckverbinder gewährleistet, während KI-Technologie die Batterielaufzeit optimiert. Dank der Möglichkeit zu parallelen Verbindungen lassen sich verschiedene Batteriekonfigurationen realisieren, was Flexibilität in der Anwendung garantiert. • Abmessungen: 260 × 767 × 270 mm (H x B x T) • Gewicht: 55 kg"
1118;"MONTAGESET PV SCHRÄGDACH PREFA";Stk;0,00;1;20,00;0,00;155,00;Unterkonstruktion;"Befestigungskomponenten: Solarhalter Prefa, Schrauben, Schienen, Modulklemmen"
1114;"MODULHALTERUNG BALKON";Stk;0,00;1;0,00;0,00;90,00;Standard;"Schnell und einfach zu installieren Manuell einstellbarer Neigungswinkel für mehr Stromerzeugung Werkseitig vormontierte Teile, um Zeit und Arbeitskosten zu sparen Geringes Gewicht und ansprechendes Erscheinungsbild Einstellbarer Winkelbereich : 30 - 50 grad Bestehend aus: 2 x Haken aus rostfreiem Stahl U-Bügel Solarmodul-Halterung Verstärkungsschiene"
1115;"SMART WIFI PLUG";Stk;0,00;1;0,00;0,00;35,00;Standard;"Unser Wifi-Stecker gibt dir die Möglichkeit deine Strommessung einfach und unkompliziert zu gestalten. Eine leichte Steuerung der Smart Life App ermöglicht eine genaue Einsicht in den Stromgewinn deines Balkonkraftwerkes. Strommessung war noch nie so einfach!"
1116;"5M SCHUKO STECKER";Stk;0,00;1;0,00;0,00;25,00;Standard;"5m Schuko Netzstecker PLUG&PLAY Anschlusskabel Kompatibel mit allen Hoymiles Wechselrichtern 5m Kabel mit Schuko-/Betteri BC01 IP 65 Wasserdicht in Österreich konfektioniert, Made in EU"
1117;"BETTERI ENDSTÜCK";Stk;0,00;1;0,00;0,00;20,00;Standard;"Schutzkappe für alle Hoymiles Wechselrichter"
1113;"ELEKTROINSTALLATIONSMATERIAL (NACH AUFWAND)";pauschal;0,00;1;20,00;0,00;0,00;Dienstleistung;"Solarkabel, Leerverrohrung. FI Schalter, ggf. Klemmen, Muffen, Befestigungs- und Verdrahtungsmaterial wird nach tatsächlichem Aufwand verrechnet"
1112;"ELEKTROINSTALLATION (REGIE)";Std;0,00;1;20,00;0,00;75,00;Dienstleistung;"Regiekosten werden nach tatsächlichem Aufwand verrechnet (€ 75,- / Std. netto): Installations- und Anschlussarbeiten vom Generator bis zum Wechselrichter (DC), Installations- und Anschlussarbeiten vom Wechselrichter bis zum Zählerkasten (AC), Montage sämtlicher Komponenten, Mauerdurchbrüche, Stemmarbeiten"
1111;"MONTAGEARBEITEN (REGIE)";Std;0,00;1;20,00;0,00;75,00;Dienstleistung;"Regiekosten werden nach tatsächlichem Aufwand verrechnet (€ 75,- / Std. netto): Befestigung der Unterkonstruktion, Montage der Module, Verkabelung auf Dach, Durchführung in den Dachraum, Erdung der Module und der Unterkonstruktion, Einbindung in vorhandene Blitzschutzanlage"
1110;"GERÄTE UND MESSPAUSCHALE";pauschal;0,00;1;20,00;0,00;100,00;Dienstleistung;Gerätetechnik
1109;"EVU ABNAHME UND INBETRIEBNAHME";pauschal;0,00;1;20,00;0,00;300,00;Dienstleistung;"Probebetrieb, Fertigstellungsmeldung, Vereinbarung eines Abnahmetermins, Abnahme mit zuständigem Betreiber des Stromnetzes, Inbetriebnahme, Anlagenbuch"
1108;"PLANUNG DER PV ANLAGE";pauschal;0,00;1;20,00;0,00;280,00;Dienstleistung;"Erstellung sämtlicher Pläne für die Unterkonstruktion, Berechnung der Anordnung der Module, Elektrotechnische Planung der DC-Strings, Erstellen einer Materialliste"
1107;"ANMELDUNG EVU / ORGANISATION / BERICHTWESEN";pauschal;0,00;1;20,00;0,00;320,00;Dienstleistung;"Technische Abklärung mit zuständigem Stromnetzbetreiber, Anfragen der möglichen PV-Leistung, Einholen des Zählpunkts, Abschließen des Netzzugangsvertrages"
1106;"SUNOVA-GLAS-GLAS HOCHLEISTUNGS-SOLARMODUL FULL BLACK 440 WP";Stk;0,00;1;20,00;65,78;90,00;Module;"Doppelglas für max. Zuverlässigkeit: • Ausgezeichnete Beständigkeit gegen Feuer und bei schwierigen Umweltbedingungen • 5.400 Pa Scheelast und 4.000 Pa Windlast (Testlasten) Garantie: • 25 Jahre Produktgarantie auf die Verarbeitung und 30 Jahre Leistungsgarantie"
1104;"SIGENERGY WALLBOX EVAC 7 kW T2-WH";Stk;0,00;1;20,00;467,03;778,00;SigEnergy;"Das Ladesystem ermöglicht das Laden mit Ökostrom und bietet Funktionen für Ladeplanung und eine Übersicht über die Lade-Parameter. Durch das dynamische Lastmanagement werden Überlastungen vermieden und ein benutzerfreundliches Ladeerlebnis sichergestellt. Die einfache Installation und der integrierte Fehlerstromschutz tragen zur Reduzierung der Installationskosten bei. Dank der Schutzklasse IP65 und der vielseitigen Montagemöglichkeiten eignet sich das System für verschiedene Anwendungen. • Abmessungen: 150 × 210 × 380 mm (H x B x T) • Gewicht: 4 kg"
1103;LANDESFÖRDERUNG;Stk;0,00;1;20,00;0,00;250,00;Dienstleistung;"Beantragung und Abwicklung der Landesförderung"
1101;"SIGENERGY WALLBOX EVDC 12 5S2";Stk;0,00;1;20,00;2.143,26;3.000,00;SigEnergy;"Das Sigen EV DC Charging Modul bietet innovative Lösungen für die Energieversorgung und -verwaltung: Von der Fahrzeug-zu-Haus-Versorgung über die Fahrzeug-zu-Netz-Übertragung bis hin zur Nutzung der Fahrzeugbatterie für das Hausnetz, inklusive Schwarzstartfähigkeit. Mit bis zu 25 kW bidirektionalem Laden, einer breiten Ladespannungskompatibilität und der Möglichkeit, das Fahrzeug mit 100% Solarstrom zu laden, setzt es neue Maßstäbe. Alle Ladevorgänge lassen sich bequem über die mySigen App planen und überwachen, während die Schutzklasse IP66 für Wartungsfreiheit steht. • Abmessungen (Länge × Breite × Höhe): 26,00 × 70,00 × 27,00 cm • Gewicht: 40 kg"
1100;"SIGENERGY Gateway Umschaltbox Dreiphasig";Stk;0,00;1;20,00;729,07;1.100,00;SigEnergy;"Das System bietet eine flexible und sichere Energieversorgung mit mehreren Lasttrennschaltern für verschiedene Lasten, nahtlosem Wechsel in den Backup-Modus und Anschlüssen für externe Generatoren oder steuerbare Lasten. Die Backup-Versorgung kann für das gesamte Hausnetz oder spezifische Bereiche eingerichtet werden, wodurch eine unterbrechungsfreie Stromversorgung durch verschiedene Energiequellen sichergestellt wird. Muss zusammen mit Sigen Energy Controller und Sigen Battery verwendet werden. • Abmessungen (Länge × Breite × Höhe): 17,90 × 45,50 × 66,00 cm • Gewicht: 30 kg"
1099;"SIGENERGY Bodenmontageset";Stk;0,00;1;20,00;75,05;95,00;SigEnergy;"Bodenmontageset für SigenStor • Abmessungen: 260 × 700 × 100 mm (H x B x T) • Gewicht: 4 kg"
1098;"SIGENERGY Wandmontageset";Stk;0,00;1;20,00;85,77;99,00;SigEnergy;"Wandmontageset für SigenStor • Abmessungen: 260 × 700 × 100 mm (H x B x T) • Gewicht: 4 kg"
1097;"SIGENERGY Batteriemodul 8,06 kWh";Stk;0,00;1;20,00;2.240,99;3.500,00;SigEnergy;"Dieses Batteriesystem bietet hohe Zellkapazität und lange Lebensdauer bei geringer Spannung. Ein umfassendes Sicherheitskonzept schützt die Batterie, deren Zustand bequem über die mySigen-App überwacht werden kann. Die einfache Installation wird durch Steckverbinder gewährleistet, während KI-Technologie die Batterielaufzeit optimiert. Dank der Möglichkeit zu parallelen Verbindungen lassen sich verschiedene Batteriekonfigurationen realisieren, was Flexibilität in der Anwendung garantiert. • Abmessungen: 260 × 767 × 270 mm (H x B x T) • Gewicht: 70 kg"
1096;"SIGENERGY Energy Controller 15kW";Stk;0,00;1;20,00;2.028,54;3.380,00;SigEnergy;"Der Sigen Hybrid-Wechselrichter von Sigenergy vereint Effizienz und Sicherheit für Solaranlagen. Mit bis zu vier MPP-Trackern optimiert er die Energiegewinnung und deckt alle PV-Module auf einem Dach ab. Die robuste Konstruktion gewährleistet Schutz vor Staub und Regen (IP66) und beinhaltet Sicherheitsfunktionen wie DC-Fehlerstromschutz. Mit einer hohen DC/AC-Ratio von bis zu 2 erreicht der Wechselrichter eine maximale Effizienz von 98,5%. Er bietet die Flexibilität, Batterien nachzurüsten, um das Solarsystem zu erweitern, und lässt sich intuitiv über die mySigen App steuern. • Abmessungen: 260 × 700 × 200 mm (H x B x T) • Gewicht: 36 kg"
1095;"SIGENERGY Energy Controller 20kW";Stk;0,00;1;20,00;2.264,41;3.700,00;SigEnergy;"Der Sigen Hybrid-Wechselrichter von Sigenergy vereint Effizienz und Sicherheit für Solaranlagen. Mit bis zu vier MPP-Trackern optimiert er die Energiegewinnung und deckt alle PV-Module auf einem Dach ab. Die robuste Konstruktion gewährleistet Schutz vor Staub und Regen (IP66) und beinhaltet Sicherheitsfunktionen wie DC-Fehlerstromschutz. Mit einer hohen DC/AC-Ratio von bis zu 2 erreicht der Wechselrichter eine maximale Effizienz von 98,5%. Er bietet die Flexibilität, Batterien nachzurüsten, um das Solarsystem zu erweitern, und lässt sich intuitiv über die mySigen App steuern. • Abmessungen: 260 × 700 × 200 mm (H x B x T) • Gewicht: 36 kg"
1094;"SIGENERGY Energy Controller 5kW";Stk;0,00;1;20,00;1.294,96;2.150,00;SigEnergy;"Der Sigen Hybrid-Wechselrichter von Sigenergy vereint Effizienz und Sicherheit für Solaranlagen. Mit bis zu vier MPP-Trackern optimiert er die Energiegewinnung und deckt alle PV-Module auf einem Dach ab. Die robuste Konstruktion gewährleistet Schutz vor Staub und Regen (IP66) und beinhaltet Sicherheitsfunktionen wie DC-Fehlerstromschutz. Mit einer hohen DC/AC-Ratio von bis zu 2 erreicht der Wechselrichter eine maximale Effizienz von 98,5%. Er bietet die Flexibilität, Batterien nachzurüsten, um das Solarsystem zu erweitern, und lässt sich intuitiv über die mySigen App steuern. • Abmessungen: 260 × 700 × 200 mm (H x B x T) • Gewicht: 36 kg"
1093;"SIGENERGY Energy Controller 8kW";Stk;0,00;1;20,00;1.470,10;2.450,00;SigEnergy;"Der Sigen Hybrid-Wechselrichter von Sigenergy vereint Effizienz und Sicherheit für Solaranlagen. Mit bis zu vier MPP-Trackern optimiert er die Energiegewinnung und deckt alle PV-Module auf einem Dach ab. Die robuste Konstruktion gewährleistet Schutz vor Staub und Regen (IP66) und beinhaltet Sicherheitsfunktionen wie DC-Fehlerstromschutz. Mit einer hohen DC/AC-Ratio von bis zu 2 erreicht der Wechselrichter eine maximale Effizienz von 98,5%. Er bietet die Flexibilität, Batterien nachzurüsten, um das Solarsystem zu erweitern, und lässt sich intuitiv über die mySigen App steuern. • Abmessungen: 260 × 700 × 200 mm (H x B x T) • Gewicht: 36 kg"
1092;"SIGENERGY Energy Controller 10kW";Stk;0,00;1;20,00;1.528,48;2.500,00;SigEnergy;"Der Sigen Hybrid-Wechselrichter von Sigenergy vereint Effizienz und Sicherheit für Solaranlagen. Mit bis zu vier MPP-Trackern optimiert er die Energiegewinnung und deckt alle PV-Module auf einem Dach ab. Die robuste Konstruktion gewährleistet Schutz vor Staub und Regen (IP66) und beinhaltet Sicherheitsfunktionen wie DC-Fehlerstromschutz. Mit einer hohen DC/AC-Ratio von bis zu 2 erreicht der Wechselrichter eine maximale Effizienz von 98,5%. Er bietet die Flexibilität, Batterien nachzurüsten, um das Solarsystem zu erweitern, und lässt sich intuitiv über die mySigen App steuern. • Abmessungen: 260 × 700 × 200 mm (H x B x T) • Gewicht: 36 kg"
1091;"SIGENERGY Energy Controller 6kW";Stk;0,00;1;20,00;1.418,09;2.360,00;SigEnergy;"Der Sigen Hybrid-Wechselrichter von Sigenergy vereint Effizienz und Sicherheit für Solaranlagen. Mit bis zu vier MPP-Trackern optimiert er die Energiegewinnung und deckt alle PV-Module auf einem Dach ab. Die robuste Konstruktion gewährleistet Schutz vor Staub und Regen (IP66) und beinhaltet Sicherheitsfunktionen wie DC-Fehlerstromschutz. Mit einer hohen DC/AC-Ratio von bis zu 2 erreicht der Wechselrichter eine maximale Effizienz von 98,5%. Er bietet die Flexibilität, Batterien nachzurüsten, um das Solarsystem zu erweitern, und lässt sich intuitiv über die mySigen App steuern. • Abmessungen: 260 × 700 × 200 mm (H x B x T) • Gewicht: 36 kg"
1090;"SIGENERGY Energy Controller 12kW";Stk;0,00;1;20,00;1.811,53;3.020,00;SigEnergy;"Der Sigen Hybrid-Wechselrichter von Sigenergy vereint Effizienz und Sicherheit für Solaranlagen. Mit bis zu vier MPP-Trackern optimiert er die Energiegewinnung und deckt alle PV-Module auf einem Dach ab. Die robuste Konstruktion gewährleistet Schutz vor Staub und Regen (IP66) und beinhaltet Sicherheitsfunktionen wie DC-Fehlerstromschutz. Mit einer hohen DC/AC-Ratio von bis zu 2 erreicht der Wechselrichter eine maximale Effizienz von 98,5%. Er bietet die Flexibilität, Batterien nachzurüsten, um das Solarsystem zu erweitern, und lässt sich intuitiv über die mySigen App steuern. • Abmessungen: 260 × 700 × 200 mm (H x B x T) • Gewicht: 36 kg"
1089;"SIGENERGY Energy Controller 25kW";Stk;0,00;1;20,00;2.641,81;4.400,00;SigEnergy;"Der Sigen Hybrid-Wechselrichter von Sigenergy vereint Effizienz und Sicherheit für Solaranlagen. Mit bis zu vier MPP-Trackern optimiert er die Energiegewinnung und deckt alle PV-Module auf einem Dach ab. Die robuste Konstruktion gewährleistet Schutz vor Staub und Regen (IP66) und beinhaltet Sicherheitsfunktionen wie DC-Fehlerstromschutz. Mit einer hohen DC/AC-Ratio von bis zu 2 erreicht der Wechselrichter eine maximale Effizienz von 98,5%. Er bietet die Flexibilität, Batterien nachzurüsten, um das Solarsystem zu erweitern, und lässt sich intuitiv über die mySigen App steuern. • Abmessungen: 260 × 700 × 200 mm (H x B x T) • Gewicht: 36 kg"
1088;"SIGENERGY Energy Controller 17kW";Stk;0,00;1;20,00;2.151,19;3.500,00;SigEnergy;"Der Sigen Hybrid-Wechselrichter von Sigenergy vereint Effizienz und Sicherheit für Solaranlagen. Mit bis zu vier MPP-Trackern optimiert er die Energiegewinnung und deckt alle PV-Module auf einem Dach ab. Die robuste Konstruktion gewährleistet Schutz vor Staub und Regen (IP66) und beinhaltet Sicherheitsfunktionen wie DC-Fehlerstromschutz. Mit einer hohen DC/AC-Ratio von bis zu 2 erreicht der Wechselrichter eine maximale Effizienz von 98,5%. Er bietet die Flexibilität, Batterien nachzurüsten, um das Solarsystem zu erweitern, und lässt sich intuitiv über die mySigen App steuern. • Abmessungen: 260 × 700 × 200 mm (H x B x T) • Gewicht: 36 kg"
1087;"SIGENERGY Power Sensor DH dreiphasig & Communication Modul";Stk;0,00;1;20,00;255,26;349,00;SigEnergy;"Schutzklasse IP 66, Plug & Play Kommunikationsstick, einfache Bedienung, Unterstützt 3G / 4G Kommunikation Montage auf DIN Schiene 35 mm"
1086;"SIGENERGY WALLBOX EVAC 11 4G T2SH-WH";Stk;0,00;1;20,00;467,03;890,00;SigEnergy;"Das Ladesystem ermöglicht das Laden mit Ökostrom und bietet Funktionen für Ladeplanung und eine Übersicht über die Lade-Parameter. Durch das dynamische Lastmanagement werden Überlastungen vermieden und ein benutzerfreundliches Ladeerlebnis sichergestellt. Die einfache Installation und der integrierte Fehlerstromschutz tragen zur Reduzierung der Installationskosten bei. Dank der Schutzklasse IP65 und der vielseitigen Montagemöglichkeiten eignet sich das System für verschiedene Anwendungen. • Abmessungen: 150 × 210 × 380 mm (H x B x T) • Gewicht: 4 kg"
1085;"SIGENERGY WALLBOX EVAC 22 4G T2-WH";Stk;0,00;1;20,00;562,57;1.090,00;SigEnergy;"Das Ladesystem ermöglicht das Laden mit Ökostrom und bietet Funktionen für Ladeplanung und eine Übersicht über die Lade-Parameter. Durch das dynamische Lastmanagement werden Überlastungen vermieden und ein benutzerfreundliches Ladeerlebnis sichergestellt. Die einfache Installation und der integrierte Fehlerstromschutz tragen zur Reduzierung der Installationskosten bei. Dank der Schutzklasse IP65 und der vielseitigen Montagemöglichkeiten eignet sich das System für verschiedene Anwendungen. • Abmessungen: 150 × 210 × 380 mm (H x B x T) • Gewicht: 4 kg"
1084;TRANSPORTKOSTEN;pauschal;0,00;1;20,00;0,00;300,00;Dienstleistung;"Logistik, Transport aller Module, Inverter & Zubehör."
1083;"FRONIUS Wattpilot Home 22 J 2.0";Stk;0,00;1;20,00;670,96;990,00;Fronius;"Fixe Ladestation einstellbar bis 22kW (3 Phasen bis 32A) Typ2 Steckdose (EN 62196) mit Überschuss-Lademöglichkeit (kompatibel mit Fronius) und Umschaltung 1/3-Phasen Der smarte Charger (Ladestation) für das Laden mit PV-Überschuss. Der absolute Alleskönner! Ladestation mit Stromzähler, WLAN, App, RFID, Überwachung Stromnetz, FI Typ B, Überschussladen"
1082;"FRONIUS Wattpilot Home 11 J 2.0";Stk;0,00;1;20,00;652,62;940,00;Fronius;"Mobile Ladestation einstellbar bis 11kW (3 Phasen bis 16A) Typ2 Steckdose (EN 62196) mit Überschuss-Lademöglichkeit (kompatibel mit Fronius) und Umschaltung 1/3-Phasen Der smarte Charger (Ladestation) für das Laden mit PV-Überschuss. Der absolute Alleskönner! Ladestation mit Stromzähler, WLAN, App, RFID, Überwachung Stromnetz, FI Typ B, Überschussladen"
1081;"FRONIUS SMART METER";Stk;0,00;1;20,00;157,66;249,00;Fronius;"Fronius Smart Meter, unsere bidirektionalen und intelligenten Stromzähler. Auf Basis der gewonnen Informationen können Sie im Zusammenspiel mit dem Wechselrichter und Fronius Solar.web effizientes Energiemanagement betreiben, das Ihren Kunden bares Geld spart – ob bei privaten oder gewerblichen PV-Anlagen. Wir bieten für jedes Anwendungsszenario den passenden Smart Meter für PV-Systeme. Nutzen Sie das Potential der Daten. Setzen Sie auf Fronius Smart Meter. Designed to monitor."
